,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
946,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AMR,Americas,,BOL,Bolivia (Plurinational State of),,FMLE,Female,,18.9,18.90967,,,,,
947,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AMR,Americas,,BOL,Bolivia (Plurinational State of),,FMLE,Female,,73.1,73.13363,,,,,
948,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AMR,Americas,,BOL,Bolivia (Plurinational State of),,BTSX,Both sexes,,18.5,18.50566,,,,,
949,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AMR,Americas,,BOL,Bolivia (Plurinational State of),,BTSX,Both sexes,,72.1,72.13765,,,,,
950,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AMR,Americas,,BRA,Brazil,,MLE,Male,,19.7,19.65012,,,,,
951,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AMR,Americas,,BRA,Brazil,,MLE,Male,,72.4,72.4481,,,,,
952,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AMR,Americas,,BRA,Brazil,,MLE,Male,,20.1,20.08655,,,,,
953,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AMR,Americas,,BRA,Brazil,,FMLE,Female,,79.4,79.38875,,,,,
954,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AMR,Americas,,BRA,Brazil,,FMLE,Female,,23.5,23.50729,,,,,
955,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AMR,Americas,,BRA,Brazil,,BTSX,Both sexes,,75.9,75.90331,,,,,
956,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AMR,Americas,,BRA,Brazil,,BTSX,Both sexes,,21.9,21.90207,,,,,
957,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AMR,Americas,,BRB,Barbados,,MLE,Male,,74.3,74.32362,,,,,
958,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AMR,Americas,,BRB,Barbados,,MLE,Male,,19.9,19.93827,,,,,
959,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BRB,Barbados,,FMLE,Female,,76.7,76.71597,,,,,
960,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AMR,Americas,,BRB,Barbados,,FMLE,Female,,21.8,21.79063,,,,,
961,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BRB,Barbados,,BTSX,Both sexes,,74.5,74.49873,,,,,
962,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AMR,Americas,,BRB,Barbados,,BTSX,Both sexes,,20.9,20.92302,,,,,
963,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,BRN,Brunei Darussalam,,MLE,Male,,70.9,70.8608,,,,,
964,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,BRN,Brunei Darussalam,,FMLE,Female,,73.7,73.68493,,,,,
965,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,BRN,Brunei Darussalam,,FMLE,Female,,17.4,17.41208,,,,,
966,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,BRN,Brunei Darussalam,,BTSX,Both sexes,,72.2,72.20396,,,,,
967,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,BRN,Brunei Darussalam,,BTSX,Both sexes,,16.8,16.78324,,,,,
968,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,BTN,Bhutan,,MLE,Male,,64.9,64.88332,,,,,
969,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,BTN,Bhutan,,MLE,Male,,17.7,17.71111,,,,,
970,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,BTN,Bhutan,,FMLE,Female,,18.2,18.2259,,,,,
971,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,BTN,Bhutan,,FMLE,Female,,72.3,72.34988,,,,,
972,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,BTN,Bhutan,,BTSX,Both sexes,,17.9,17.94748,,,,,
973,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,BTN,Bhutan,,BTSX,Both sexes,,71.0,71.00534,,,,,
974,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,BWA,Botswana,,MLE,Male,,10.4,10.39295,,,,,
975,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,BWA,Botswana,,MLE,Male,,55.1,55.14339,,,,,
976,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,BWA,Botswana,,FMLE,Female,,61.4,61.35551,,,,,
977,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,BWA,Botswana,,FMLE,Female,,17.3,17.31952,,,,,
978,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,BWA,Botswana,,BTSX,Both sexes,,58.1,58.1373,,,,,
979,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,BWA,Botswana,,BTSX,Both sexes,,15.3,15.26207,,,,,
980,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,CAF,Central African Republic,,MLE,Male,,46.7,46.69299,,,,,
981,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,CAF,Central African Republic,,MLE,Male,,10.7,10.72568,,,,,
982,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,CAF,Central African Republic,,MLE,Male,,48.2,48.1875,,,,,
983,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,CAF,Central African Republic,,FMLE,Female,,14.2,14.20045,,,,,
984,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,CAF,Central African Republic,,FMLE,Female,,53.0,53.03206,,,,,
985,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,CAF,Central African Republic,,BTSX,Both sexes,,12.5,12.51403,,,,,
986,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,CAF,Central African Republic,,BTSX,Both sexes,,50.5,50.53056,,,,,
987,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,CAN,Canada,,MLE,Male,,22.8,22.83945,,,,,
988,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,CAN,Canada,,MLE,Male,,79.9,79.8774,,,,,
989,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AMR,Americas,,CAN,Canada,,MLE,Male,,23.3,23.34338,,,,,
990,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,CAN,Canada,,FMLE,Female,,83.6,83.58485,,,,,
991,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AMR,Americas,,CAN,Canada,,FMLE,Female,,26.0,25.98486,,,,,
992,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,CAN,Canada,,BTSX,Both sexes,,81.8,81.75909,,,,,
993,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AMR,Americas,,CAN,Canada,,BTSX,Both sexes,,24.7,24.72397,,,,,
994,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,CHE,Switzerland,,MLE,Male,,23.3,23.29617,,,,,
995,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,CHE,Switzerland,,MLE,Male,,81.8,81.75073,,,,,
996,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,CHE,Switzerland,,FMLE,Female,,26.2,26.22992,,,,,
997,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,CHE,Switzerland,,FMLE,Female,,85.1,85.07654,,,,,
998,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,EUR,Europe,,CHE,Switzerland,,BTSX,Both sexes,,24.8,24.8409,,,,,
999,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,CHE,Switzerland,,BTSX,Both sexes,,83.4,83.44616,,,,,
1000,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AMR,Americas,,CHL,Chile,,MLE,Male,,78.1,78.08552,,,,,
1001,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AMR,Americas,,CHL,Chile,,MLE,Male,,22.4,22.41061,,,,,
1002,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AMR,Americas,,CHL,Chile,,FMLE,Female,,83.2,83.24642,,,,,
1003,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AMR,Americas,,CHL,Chile,,FMLE,Female,,25.9,25.87613,,,,,
1004,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AMR,Americas,,CHL,Chile,,BTSX,Both sexes,,80.7,80.73621,,,,,
1005,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AMR,Americas,,CHL,Chile,,BTSX,Both sexes,,24.3,24.27432,,,,,
1006,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,CHN,China,,MLE,Male,,19.2,19.18922,,,,,
1007,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,CHN,China,,FMLE,Female,,74.2,74.15446,,,,,
1008,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,CHN,China,,FMLE,Female,,23.1,23.07986,,,,,
1009,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,CHN,China,,BTSX,Both sexes,,71.6,71.58401,,,,,
1010,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,CHN,China,,BTSX,Both sexes,,21.1,21.05592,,,,,
1011,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CIV,Côte d'Ivoire,,MLE,Male,,48.9,48.9357,,,,,
1012,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CIV,Côte d'Ivoire,,FMLE,Female,,52.3,52.30949,,,,,
1013,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CIV,Côte d'Ivoire,,FMLE,Female,,16.8,16.81178,,,,,
1014,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CIV,Côte d'Ivoire,,BTSX,Both sexes,,50.3,50.33079,,,,,
1015,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CIV,Côte d'Ivoire,,BTSX,Both sexes,,14.5,14.49633,,,,,
1016,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CMR,Cameroon,,MLE,Male,,51.3,51.34163,,,,,
1017,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CMR,Cameroon,,MLE,Male,,13.7,13.67728,,,,,
1018,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,CMR,Cameroon,,MLE,Male,,55.1,55.09486,,,,,
1019,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CMR,Cameroon,,FMLE,Female,,16.4,16.40808,,,,,
1020,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,CMR,Cameroon,,FMLE,Female,,58.1,58.09284,,,,,
1021,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CMR,Cameroon,,BTSX,Both sexes,,15.1,15.05659,,,,,
1022,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,CMR,Cameroon,,BTSX,Both sexes,,56.6,56.58267,,,,,
1023,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,COD,Democratic Republic of the Congo,,MLE,Male,,55.6,55.64806,,,,,
1024,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,COD,Democratic Republic of the Congo,,MLE,Male,,14.1,14.14408,,,,,
1025,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,COD,Democratic Republic of the Congo,,FMLE,Female,,59.4,59.42277,,,,,
1026,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,COD,Democratic Republic of the Congo,,FMLE,Female,,16.8,16.76998,,,,,
1027,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,COD,Democratic Republic of the Congo,,BTSX,Both sexes,,57.5,57.50722,,,,,
1028,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,COD,Democratic Republic of the Congo,,BTSX,Both sexes,,15.5,15.49009,,,,,
1029,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,COG,Congo,,MLE,Male,,15.2,15.16086,,,,,
1030,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,COG,Congo,,MLE,Male,,62.6,62.56468,,,,,
1031,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,COG,Congo,,FMLE,Female,,16.1,16.05134,,,,,
1032,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,COG,Congo,,FMLE,Female,,63.6,63.59293,,,,,
1033,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AFR,Africa,,COG,Congo,,BTSX,Both sexes,,15.7,15.66505,,,,,
1034,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,COG,Congo,,BTSX,Both sexes,,63.1,63.11351,,,,,
1035,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,COL,Colombia,,MLE,Male,,75.6,75.63147,,,,,
1036,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AMR,Americas,,COL,Colombia,,MLE,Male,,22.0,21.99516,,,,,
